Tweets,Result
I look forward to reading the @CommerceGov 232 analysis of steel and aluminum- to be released in June. Will take major action if necessary.,Neutral
"....""we push for the removal of all trade-distorting practices....to foster a truly level playing field.""",Neutral
Just left the #G7Summit. Had great meetings on everything especially on trade where....,Positive
I will make my final decision on the Paris Accord next week!,Neutral
Many NATO countries have agreed to step up payments considerably as they should. Money is beginning to pour in- NATO will be much stronger.,Positive
Big G7 meetings today. Lots of very important matters under discussion. First on the list of course is terrorism. #G7Taormina,Positive
On behalf of @FLOTUS Melania and myself thank you for a wonderful dinner and evening President Sergio Mattarella.… https://t.co/EhvWgjkRrY,Positive
Terrorists are engaged in a war against civilization- it is up to all who value life to confront &amp; defeat this evil??https://t.co/haeuvCIF6I,Neutral
Getting ready to engage G7 leaders on many issues including economic growth terrorism and security.,Negative
Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.,Neutral
Just arrived in Taormina with @FLOTUS Melania. #G7Summit #USA???? https://t.co/l7aXolKBiK,Neutral
Thank you for your support. Together we will MAKE AMERICA SAFE AND GREAT AGAIN!#POTUSAbroad #USA???? https://t.co/42vCwr5GkA,Positive
Today's ceremony is a day for both remembrance and resolve.#NATOMeeting #NATO https://t.co/YNZV3bTekB,Neutral
RT @FLOTUS: Thank u to Queen Fabiola University Hospital! Enjoyed creating paper flowers with amazing patients &amp; getting a tour. #Brussels…,Positive
Thank you for the warm welcome to Brussels Belgium this afternoon! https://t.co/1AvYSameD4,Positive
Honor of a lifetime to meet His Holiness Pope Francis. I leave the Vatican more determined than ever to pursue PEAC… https://t.co/Jhe7SROaxD,Positive
All civilized nations must join together to protect human life and the sacred right of our citizens to live in safety and in peace.,Positive
Israel Saudi Arabia and the Middle East were great. Trying hard for PEACE. Doing well. Heading to Vatican &amp; Pope then #G7 and #NATO.,Negative
Thank you for such a wonderful and unforgettable visit Prime Minister @Netanyahu and @PresidentRuvi.,Positive
We stand in absolute solidarity with the people of the United Kingdom. https://t.co/X6fUUxxYXE,Positive
Prime Minister @Netanyahu and @PresidentRuvi- on behalf of @FLOTUS Melania and myself thank you for the invitation… https://t.co/Z5YCpaRV6t,Positive
RT @netanyahu: Ever Stronger????? ???????????? https://t.co/Ecf5p4HjfZ,Neutral
#RiyadhSummit #POTUSAbroad???? https://t.co/WdDEOiV6oS,Neutral
Speech transcript at Arab Islamic American Summit ??https://t.co/eUWxJXJxbeReplay ??https://t.co/VtmlSqciXx#RiyadhSummit #POTUSAbroad,Neutral
RT @FLOTUS: I had a wonderful time with the students at the American International School #Riyadh today. #SaudiaArabia https://t.co/AVzVV0W…,Positive
Thank you to the BRAVE servicemen &amp; women who have served and continue to serve the United States- our true HEROES… https://t.co/ZTV9F639xM,Positive
Great to be in Riyadh Saudi Arabia. Looking forward to the afternoon and evening ahead. #POTUSAbroad https://t.co/JJOra0KfyR,Positive
#WeeklyAddress??????https://t.co/UYEhgch4Hl https://t.co/HIQoFuc5cy,Neutral
Getting ready for my big foreign trip. Will be strongly protecting American interests - that's what I like to do!,Positive
President Donald J. Trump Proclaims 5/14/2017 through 5/20/2017 as #PoliceWeekProclamation??… https://t.co/EcCsGaizWu,Positive
A great honor to welcome President Juan Manuel Santos of Colombia to the White House today!????????Joint Press Conf??… https://t.co/uWfiQEdsaY,Positive
With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration there was never a special counsel appointed!,Negative
This is the single greatest witch hunt of a politician in American history!,Positive
With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration there was never a special councel appointed!,Negative
It was my great honor to deliver the #CGACommencement17 at the @USCGAcademy. CONGRATULATIONS to the Class of 2017!… https://t.co/ehQanQXiSy,Positive
It was a great honor to welcome the President of Turkey Recep Tayyip Erdo?an to the @WhiteHouse today! https://t.co/4BWjOCgnNv,Positive
'U.S. Industrial Production Surged in April' https://t.co/S0Z4SEIRhi,Neutral
I have been asking Director Comey &amp; others from the beginning of my administration to find the LEAKERS in the intelligence community.....,Positive
...to terrorism and airline flight safety. Humanitarian reasons plus I want Russia to greatly step up their fight against ISIS &amp; terrorism.,Negative
As President I wanted to share with Russia (at an openly scheduled W.H. meeting) which I have the absolute right to do facts pertaining....,Positive
#PeaceOfficersMemorialDay and#PoliceWeek Proclamation: https://t.co/o4IXVfZuHw https://t.co/UMJ6hklx4a,Neutral
Today I delivered remarks at the 36th Annual National Peace Officers' Memorial Service. #NationalPoliceWeekWatch… https://t.co/3EioVDCTqb,Positive
Wishing @FLOTUS Melania and all of the great mothers out there a wonderful day ahead with family and friends! Happy #MothersDay,Positive
I was thrilled to be back @LibertyU. Congratulations to the Class of 2017! This is your day and you've earned it.… https://t.co/87RYOPwBiY,Positive
Will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. (Saturday night). Enjoy!,Positive
We,Neutral
#WeeklyAddress??????https://t.co/uT4K4fh88Y https://t.co/1iW7tVVNCH,Neutral
Today I welcomed the Victory Christian Center School. Good luck @ the Team America Rocketry Challenge! #TARC Watch… https://t.co/wFrRsK2wuo,Positive
Today @FLOTUS hosted a Military Mother's Day Event in the East Room of the WH. It was an honor to stop by say hel… https://t.co/wNVB0PYoef,Positive
China just agreed that the U.S. will be allowed to sell beef and other major products into China once again. This is REAL news!,Neutral
When James Clapper himself and virtually everyone else with knowledge of the witch hunt says there is no collusion when does it end?,Negative
"James Comey better hope that there are no ""tapes"" of our conversations before he starts leaking to the press!",Neutral
"...Maybe the best thing to do would be to cancel all future ""press briefings"" and hand out written responses for the sake of accuracy???",Positive
As a very active President with lots of things happening it is not possible for my surrogates to stand at podium with perfect accuracy!....,Positive
The Fake Media is working overtime today!,Negative
Again the story that there was collusion between the Russians &amp; Trump campaign was fabricated by Dems as an excuse for losing the election.,Negative
Yesterday on the same day- I had meetings with Russian Foreign Minister Sergei Lavrov and the FM of Ukraine Pavlo… https://t.co/hm4U54DCQO,Neutral
Russia must be laughing up their sleeves watching as the U.S. tears itself apart over a Democrat EXCUSE for losing the election.,Negative
We finally agree on something Rosie. https://t.co/BSP5F3PgbZ,Neutral
'Presidential Executive Order on the Establishment of Presidential Advisory Commission on Election Integrity'??… https://t.co/kVG8r7qZS5,Neutral
'Presidential Executive Order on Strengthening the Cybersecurity of Federal Networks and Critical Infrastructure'… https://t.co/kQDBvXPekk,Negative
The Democrats should be ashamed. This is a disgrace!#DrainTheSwamp https://t.co/UfbKEECm2V,Negative
Dems have been complaining for months &amp; months about Dir. Comey. Now that he has been fired they PRETEND to be aggrieved. Phony hypocrites!,Negative
The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision.,Negative
caught he cried like a baby and begged for forgiveness...and now he is judge &amp; jury. He should be the one who is investigated for his acts.,Positive
years as a pol in Connecticut Blumenthal would talk of his great bravery and conquests in Vietnam - except he was never there. When....,Positive
"Watching Senator Richard Blumenthal speak of Comey is a joke. ""Richie"" devised one of the greatest military frauds in U.S. history. For....",Positive
RT @DRUDGE_REPORT: 10 SCANDALS ON DIRECTOR'S WATCH... https://t.co/dnGY08wTBP,Negative
Comey lost the confidence of almost everyone in Washington Republican and Democrat alike. When things calm down they will be thanking me!,Positive
RT @DRUDGE_REPORT: MEXICO 2ND DEADLIEST COUNTRY; TOPS AFGHAN IRAQ... https://t.co/i4FtSpLiHV,Positive
James Comey will be replaced by someone who will do a far better job bringing back the spirit and prestige of the FBI.,Positive
The Democrats have said some of the worst things about James Comey including the fact that he should be fired but now they play so sad!,Negative
"Cryin' Chuck Schumer stated recently ""I do not have confidence in him (James Comey) any longer."" Then acts so indignant.  #draintheswamp",Positive
'Manufacturing openings hires rise to highest levels of the recovery'https://t.co/txFZDYYIOe,Neutral
It was an honor to welcome the Teachers of the Year to the WH last month. Today we honor and thank all teachers!… https://t.co/sAUJfIZCwR,Positive
Biggest story today between Clapper &amp; Yates is on surveillance. Why doesn't the media report on this? #FakeNews!,Neutral
The Russia-Trump collusion story is a total hoax when will this taxpayer funded charade end?,Negative
Sally Yates made the fake media extremely unhappy today --- she said nothing but old news!,Negative
"Director Clapper reiterated what everybody including the fake media already knows- there is ""no evidence"" of collusion w/ Russia and Trump.",Negative
Honored to welcome Georgia Prime Minister Giorgi Kvirikashvili to the @WhiteHouse today with @VP Mike Pence.… https://t.co/ohXXgTNtWB,Positive
Ask Sally Yates under oath if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel.,Neutral
